id,titre,date,popularite,note,synopsis,budget,revenu,duree,genres,langue_originale,site_officiel,poster_url,backdrop_url,genre_principal
524423,Fatal Pulse,2018-05-31,18.9397,4.4,"",0,0,115,"Thriller, Comédie, Drame",en,"",https://image.tmdb.org/t/p/w500/8stsv7jhIQz9QmEHG6QOD0TuLv4.jpg,https://image.tmdb.org/t/p/w1280/vJYFkGoo4dDPmXU0R8SWOLMA2yr.jpg,Comédie
252509,The Satellite Girl and Milk Cow,2014-02-20,13.6694,7.089,"À Séoul, un vieux satellite transformé en fille-cyborg, un jeune musicien devenu vache laitière et le sorcier Merlin changé en rouleau de papier hygiénique luttent contre un revendeur d’organes et un incinérateur-robot. Un premier long métrage d’animation délirant, romance fantastique servie par de nombreux gags.",0,0,90,"Animation, Comédie, Familial, Science-Fiction, Fantastique",ko,"",https://image.tmdb.org/t/p/w500/3OFIRkoUb5LTr24Siymbp3RxOJi.jpg,https://image.tmdb.org/t/p/w1280/kTUNeH0lWPpDOYEm8vwWATmDZxq.jpg,Comédie
372921,공즉시색,2015-12-01,11.4876,6.5,"",0,0,90,"Comédie, Romance",ko,"",https://image.tmdb.org/t/p/w500/k8dsPTp1Ga67c0Ie00qyR3vcPG3.jpg,https://image.tmdb.org/t/p/w1280/flBvN0JFdf7jTMtr0RAHAToUQz9.jpg,Comédie
809,Shrek 2,2004-05-19,11.7894,7.304,"Devenus de jeunes mariés, Shrek et Fiona rentrent de leur heureuse lune de miel. Ils sont invités par les parents de Fiona à venir dîner dans leur royaume, à Far Far Away. Mais ils ne se doutent pas que leur fille est devenue une ravissante ogresse… Ce mariage met par ailleurs en péril l’avenir et les projets les plus secrets du Roi…",150000000,935454538,83,"Animation, Familial, Comédie, Fantastique, Aventure, Romance",en,http://www.shrek2.com/,https://image.tmdb.org/t/p/w500/2e8hcPLaWjLXdQLgdi5otr4Jj9L.jpg,https://image.tmdb.org/t/p/w1280/8ohobj5lAIbl5XWw11FywS3IRrS.jpg,Comédie
696506,Mickey 17,2025-02-28,13.9109,6.842,"En 2054, afin de fuir son cruel créancier, le naïf Mickey se porte volontaire pour une mission de colonisation sur Niflheim, une planète de glace. Devenu sans trop le savoir un ouvrier \"consommable\", il est régénéré chaque fois qu'il meurt lors des missions les plus dangereuses imposées par l'ex-sénateur Kenneth Marshall, dirigeant mégalomane de la colonie. Après quatre ans, Mickey en est à sa 17e incarnation. Grièvement blessé, il est laissé pour mort par son coéquipier au fond d'une crevasse. Mais contre toute attente, il est sauvé par la mère des créatures qui habitent Niflheim. Pendant son absence, un Mickey 18 est créé.",118000000,131847147,131,"Science-Fiction, Comédie, Aventure",en,https://www.warnerbroscanada.com/fr/films/mickey-17,https://image.tmdb.org/t/p/w500/on60ASUpGg1xfiFucuMCv9wVqtq.jpg,https://image.tmdb.org/t/p/w1280/hGLywNhy1Fo1rNFHsNZsXGS69B8.jpg,Comédie
18785,Very Bad Trip,2009-06-02,14.342,7.327,"Ils avaient prévu un enterrement de vie de garçon à Las Vegas qu’ils n’oublieraient jamais. Maintenant, ils ont vraiment besoin de se souvenir de ce qu’il s’est passé. À qui est ce bébé dans le placard de leur suite au Caesar Palace ? Comment un tigre est‐il arrivé jusque dans leur salle de bain ? Pourquoi manque‐t‐il une dent à l’un d’entre eux ? Et, surtout, où est le marié ? ! Mais ce qu’ils ont fait la nuit précédente n’est rien en comparaison des combines scandaleuses qu’ils doivent mettre en œuvre pour tenter de rassembler les pièces du puzzle qui constituent leur nuit passée – à partir d’indices franchement brumeux…",35000000,469310836,95,Comédie,en,http://hangovermovie.warnerbros.com/,https://image.tmdb.org/t/p/w500/dGOwVbGN5eJlgAnFwGRaANnyZMF.jpg,https://image.tmdb.org/t/p/w1280/iuRVt8tFiXDPGgzavhuSa3QHRxD.jpg,Comédie
870360,Looney Tunes : Daffy et Porky sauvent le monde,2024-08-01,14.193,7.682,"L’un des plus grands duos comiques de l’Histoire, Daffy Duck et Porky Pig, fait son grand retour au cinéma dans une nouvelle comédie déjantée.  Enchaînant les gags et les catastrophes dont seuls les Toons sont capables, Daffy Duck, Porky Pig et une nouvelle venue prénommée Petunia Pig vont tenter de sauver le monde d’une terrible menace.",15000000,15076954,85,"Familial, Comédie, Aventure, Animation, Science-Fiction",en,https://le-pacte.com/france/film/daffy-porky-sauvent-le-monde,https://image.tmdb.org/t/p/w500/7l2gWBdUvzAAipZ7UgaHKRKXAQm.jpg,https://image.tmdb.org/t/p/w1280/5U3VLeWr2H4Nd3G7IkHItFimsIz.jpg,Comédie
1621,Un fauteuil pour deux,1983-06-07,11.0641,7.223,"D'un côté, Louis Winthorpe III, un jeune directeur, est chargé des investissements chez Duke & Duke, une puissante banque de Philadelphie. De l'autre, Billy Ray Valentine est un noir combinard mais fauché. Tous deux vont faire l'objet d'un pari insensé, passé entre les patrons de Louis.",15000000,90404800,117,Comédie,en,"",https://image.tmdb.org/t/p/w500/kU21ARWABQqoY2a5VRwDxVusT9G.jpg,https://image.tmdb.org/t/p/w1280/2pViauhiZLhAUb1lsY6wRir69SF.jpg,Comédie
9279,La Course au jouet,1996-11-21,10.6558,6.057,"Comme tous les enfants américains, et bientôt les autres, Jamie veut un Turbo Man pour Noël. Seulement son papa, homme d'affaires stressé, a oublié sa promesse. Il s'en souvient quelques heures avant la remise fatidique des cadeaux et part à la chasse au Turbo Man, qui n'est plus disponible dans aucun magasin. Une course contre le temps et d'autres acquéreurs du jouet s'engage.",60000000,129800000,86,"Familial, Comédie, Aventure",en,"",https://image.tmdb.org/t/p/w500/dO7JHsyzxS670PrCSsH2VKFQ1FA.jpg,https://image.tmdb.org/t/p/w1280/rnn6sGMGPpM8VfVmCMFxsjKvz7q.jpg,Comédie
24432,Doogal,2006-02-24,10.5194,4.92,"",20000000,27450189,77,"Comédie, Familial, Animation, Aventure, Fantastique",en,"",https://image.tmdb.org/t/p/w500/4Z7h8xDBxQADSPFGj7vmMN76ynX.jpg,https://image.tmdb.org/t/p/w1280/jpA9AzH4A1pVvaAfLr7HsUNRYzX.jpg,Comédie
1304434,浪浪山小妖怪,2025-08-02,10.662,7.5,"",0,215367669,118,"Animation, Aventure, Fantastique, Comédie",zh,"",https://image.tmdb.org/t/p/w500/t3Rs1BeIDXhwjOt10iyjiFe7BpL.jpg,https://image.tmdb.org/t/p/w1280/zivCs8QHipco13PVKI3ZVfBcRPx.jpg,Comédie
1396371,Les irresponsables,2025-07-24,9.597,5.0,"",0,0,93,"Comédie, Drame",ca,"",https://image.tmdb.org/t/p/w500/kq48E5i40mGlIZU2pc5Q4E9jEAs.jpg,https://image.tmdb.org/t/p/w1280/d8rFsRuL5uDmlPg9gTBpe2pwCyw.jpg,Comédie
1588835,Kapag Tumayo Ang Testigo,2025-12-05,11.5293,0.0,"",0,0,82,Comédie,tl,"",https://image.tmdb.org/t/p/w500/sLEc4CJgyRYk30tn9XIMvS2FbWu.jpg,https://image.tmdb.org/t/p/w1280/2EUcReTtycz6KYV78KezcaiizSw.jpg,Comédie
1467100,When Calls the Heart: The Queen of Hearts,2019-05-07,11.2327,0.0,"",0,0,84,"Téléfilm, Romance, Drame, Comédie",en,"",https://image.tmdb.org/t/p/w500/b5o1zxcN9N0ldqVxHClqjolpJbM.jpg,"",Comédie
145341,Pułkownik Kwiatkowski,1996-05-10,11.6908,6.7,"",0,0,123,"Comédie, Histoire",pl,"",https://image.tmdb.org/t/p/w500/q6Jb1IdOJ8k7QO9vk3tJkaMGyIF.jpg,https://image.tmdb.org/t/p/w1280/afVowAl99Vqjo3Ji6RyFI17Tk5r.jpg,Comédie
150540,Vice-versa,2015-06-17,14.7114,7.91,"Riley est déracinée du Mid-Ouest quand son père est muté à San Francisco. Comme tous, Riley est guidée par ses Émotions : Joie, Peur, Colère, Dégoût et Tristesse. Les Émotions vivent au Quartier Cérébral, où elles la conseillent au quotidien. Alors que Riley et ses Émotions se bagarrent, c’est la crise au Quartier Cérébral. Joie, l'Émotion principale de Riley, essaie de rester positive alors que les autres Émotions essaient de s'adapter à la nouvelle vie de Riley.",175000000,857611174,94,"Animation, Familial, Aventure, Drame, Comédie",en,"",https://image.tmdb.org/t/p/w500/KUhrtJN02RNt3Sxc4IMTa1d9Lt.jpg,https://image.tmdb.org/t/p/w1280/jJKZaTBNenlFclQyjrnvzkRmvWE.jpg,Comédie
451984,Rasberries,2016-08-08,9.891,0.0,"",0,0,10,Comédie,en,"",https://image.tmdb.org/t/p/w500/prg4PNZ8L3mqx0jCK09k9mJRoyW.jpg,"",Comédie
1017163,The Roundup: Punishment,2024-04-24,9.945,7.085,"Le détective Ma Seok Do travaille sur une affaire de trafique de drogue impliquant l'utilisation d'une application de livraison.  Baek Chang Ki est le nouveau criminel que Ma Seok Do doit arrêter mais celui-ci se trouve aux Philippines et pour couronner le tout, ce dernier a un complice qui est à Séoul.",0,83703350,109,"Action, Crime, Thriller, Comédie",ko,"",https://image.tmdb.org/t/p/w500/jucHQwnRSma1O9V2bM007e4eSd7.jpg,https://image.tmdb.org/t/p/w1280/mO9oOVXM8tTlC11VFM4FBBNnL3f.jpg,Comédie
568124,"Encanto, la fantastique famille Madrigal",2021-10-13,11.391,7.577,"Dans un mystérieux endroit niché au cœur des montagnes de Colombie, la fantastique famille Madrigal habite une maison enchantée dans une cité pleine de vie, un endroit merveilleux appelé Encanto. L’Encanto a doté chacun des enfants de la famille d’une faculté magique allant d’une force surhumaine au pouvoir de guérison. Seule Mirabel n’a reçu aucun don particulier. Mais lorsque la magie de l’Encanto se trouve menacée, la seule enfant ordinaire de cette famille extraordinaire va peut-être se révéler leur unique espoir…",150000000,261292688,102,"Animation, Comédie, Familial, Fantastique",en,https://disney.fr/films/encanto-la-fantastique-famille-madrigal,https://image.tmdb.org/t/p/w500/vkrAGbjK6TRMrAW5Gq0SmNPOAoc.jpg,https://image.tmdb.org/t/p/w1280/3G1Q5xF40HkUBJXxt2DQgQzKTp5.jpg,Comédie
605722,Long Distance,2024-07-12,9.6298,6.526,"Un mineur d'astéroïde qui, après avoir crashé sur une planète étrangère, doit se frayer un chemin à travers un terrain hostile, à court d'oxygène, chassé par d'étranges créatures, jusqu'à l'unique autre survivant.",0,0,87,"Science-Fiction, Comédie, Action",en,"",https://image.tmdb.org/t/p/w500/m5NKltgQqqyoWJNuK18IqEGRG7J.jpg,https://image.tmdb.org/t/p/w1280/1QV5TIM7pVm0wcWthKIAj7cXjbJ.jpg,Comédie
136614,La Mazurka du baron,1975-01-22,8.0163,6.696,"Baron et riche propriétaire terrien, Anteo Pellacani a bien du mal à concilier son statut et ses convictions anarchistes...",0,0,110,"Drame, Comédie, Romance",it,"",https://image.tmdb.org/t/p/w500/c5ozE0M3Nx1QsdVSsyACQvnN5pr.jpg,https://image.tmdb.org/t/p/w1280/rgonk3bkuGEM5lMewaGVL5WiCdA.jpg,Comédie
609526,Una joven de 16 años,1963-02-28,6.5693,6.0,"",0,0,101,"Comédie, Romance",es,"",https://image.tmdb.org/t/p/w500/oLss2oJMLEIsP8fNHBHiGcAMZz7.jpg,"",Comédie
810,Shrek le troisième,2007-05-17,10.4987,6.3,"L’ogre Shrek n’avait pas quitté son marécage pestilentiel et épousé sa chère Fiona pour devenir roi. C’est pourtant ce qui risque de lui arriver après que son beau‐père Harold clabote soudain sans crier gare. S’il n’arrive pas à dénicher illico un roi avec l’aide de ses fidèles compagnons, l’Âne et le Chat Potté, Shrek deviendra le prochain souverain du Royaume Fort Fort Lointain. Bonjour les ennuis ! À moins qu’Artie, le cousin loser de Fiona, ne se laisse convaincre de monter sur le trône à sa place. Mais ce paumé a‐t‐il vraiment l’étoffe d’un roi ?",160000000,813367380,93,"Fantastique, Aventure, Animation, Comédie, Familial",en,https://www.dreamworks.com/movies/shrek,https://image.tmdb.org/t/p/w500/iV8HuZuij5CvfPl0RucGCmA6NB5.jpg,https://image.tmdb.org/t/p/w1280/wvXxKpFGXvQJRB0nvvfURhRD3C0.jpg,Comédie
226074,Le jacuzzi du plaisir,2013-02-01,8.8225,4.8,Un spa qui répond aux désirs érotiques de ses clients fait face à une fermeture lorsqu'un flic infiltré arrive pour enquêter sur ses affaires torrides.,0,0,75,"Comédie, Drame, Romance",en,"",https://image.tmdb.org/t/p/w500/ssYFXmu9LWtFOxfGaBDaLEKS8Cr.jpg,https://image.tmdb.org/t/p/w1280/rS03B5c90n2vLkXaXVR4Fmuxh35.jpg,Comédie
405472,"...e si salvò solo l'Aretino Pietro, con una mano davanti e l'altra dietro...",1972-07-09,5.6471,2.75,"",0,0,85,Comédie,it,"",https://image.tmdb.org/t/p/w500/w5aQcEUlGpdm70QN2yEt263Imfl.jpg,"",Comédie
90779,Quand les femmes font ding dong,1971-09-28,7.5049,2.0,"Ari, l'étalon préhistorique des cavernes, remporte la jolie vierge Listra dans un concours de capture de cochons, mais leurs tentatives de \"Ding-Dong\" continuent d'être interrompues par des batailles idiotes entre sa tribu, les Cave Dwellers, et leurs voisins, les Lake Dwellers. Agacée que son mari préfère faire la guerre plutôt que Ding-Dong, Listra organise les femmes des deux tribus pour qu'elles se mettent en grève et « s'abstiennent de Ding-Dong » jusqu'à ce que les hommes cessent de se battre. Tout se passe à l'époque où les hommes portaient des clubs et où les femmes jouaient au ding-dong, une comédie sexuelle italienne de l'âge de pierre basée sur le classique grec \"Lysistrata\" et remplie de femmes des cavernes bien faites arborant des coiffures des années 70, d'un homme des cavernes gay avec le béguin pour le héros, une chanson titre qui vous suivra pour toujours et, bien sûr, beaucoup de Ding-Dong à l'ancienne !",0,0,100,Comédie,it,"",https://image.tmdb.org/t/p/w500/70GnNT49MXxADkxPX7UmHhqwdRB.jpg,"",Comédie
1181540,Guns Up,2025-05-15,9.7232,6.612,"Lorsqu’une mission tourne terriblement mal, un ex-policier et père de famille (Kevin James) devenu homme de main pour la mafia n’a qu’une nuit pour faire sortir sa famille saine et sauve de la ville.",0,198534,92,"Action, Comédie, Crime",en,"",https://image.tmdb.org/t/p/w500/kB9MCg7omufRmo1vxraRogFpHAj.jpg,https://image.tmdb.org/t/p/w1280/1KwliRKTw61fRGmbG4Sf8eWOHP.jpg,Comédie
1310672,風都探偵 仮面ライダースカルの肖像,2024-11-08,11.7511,7.9,"Qu'est-il arrivé à Shotaro, Philip et Sokichi Narumi la nuit de la naissance de « Kamen Rider W » ? Basé sur l'arc Begins Night de la série live-action Kamen Rider W avec de nouvelles scènes qui ont étendu ces événements non vus dans la série originale, c'est une expérience puissante que seul un anime peut offrir.",0,0,82,"Animation, Action, Aventure, Comédie",ja,"",https://image.tmdb.org/t/p/w500/fZ5Rl7b8ZeFuVjXpsybswT8kbBg.jpg,https://image.tmdb.org/t/p/w1280/AwgmO9qXGTp9q1jyzWhgOTBDgrN.jpg,Comédie
9714,"Maman, je m'occupe des méchants !",1997-12-12,10.8826,5.3,"De dangereux trafiquants prennent livraison à Hong Kong d'un microprocesseur à usage militaire et le dissimulent dans un jouet électronique. À l'aéroport, Mrs Hess prend par erreur le sac contenant le jouet. Les malfrats retrouvent sa trace dans la banlieue de Chicago, mais faute de connaître son nom, s'installent dans sa rue et visitent chaque maison. Mrs Hess a offert le jouet à son petit voisin, Alex, précoce et déluré, qui ne tarde pas à remarquer le manège des gangsters.",32000000,79082515,102,"Comédie, Familial",en,"",https://image.tmdb.org/t/p/w500/jFlRBtxKgogQso43nC7t65gJeNS.jpg,https://image.tmdb.org/t/p/w1280/qJfgA6bUM7iAkcADrapIj8i6LOY.jpg,Comédie
77970,La loca historia de los tres mosqueteros,1983-10-31,6.5105,5.9,"",0,515221,91,Comédie,es,"",https://image.tmdb.org/t/p/w500/fBEeNB5Znt8N2fjjYBgNNvl9xC5.jpg,"",Comédie
940551,Migration,2023-12-06,11.8512,7.375,"La routine règne chez les Colvert. Si papa Mack préfère garder les siens bien à l’abri dans leur étang de la Nouvelle-Angleterre, maman Pam veut changer les choses et faire découvrir le monde à leurs deux enfants, Dax l’ado et Gwen la cadette. Après qu’une famille de canards migrateurs s’est enflammée pour des récits parlant d’endroits très lointains, Pam persuade Mack d’embarquer la famille dans un long périple, depuis la ville de New York jusque sous les tropiques, en Jamaïque. Tandis que les Colvert s’envolent vers le Sud pour l’hiver, leurs projets bien rodés tombent rapidement à l’eau. Une expérience qui les pousse alors à étendre leurs horizons, à s’ouvrir à de nouveaux amis et à aller au-delà de leurs espoirs les plus fous, tout en apprenant davantage sur chacun et sur soi-même",72000000,298776052,82,"Familial, Comédie, Aventure, Animation",en,https://www.universalpictures.fr/micro/migration,https://image.tmdb.org/t/p/w500/3xGLxvuVvLoPhrCxkofkczfR6R5.jpg,https://image.tmdb.org/t/p/w1280/gklkxY0veMajdCiGe6ggsh07VG2.jpg,Comédie
550988,Free Guy,2021-08-11,11.5847,7.464,"Un employé de banque, découvrant un jour qu’il n’est en fait qu’un personnage d’arrière-plan dans un jeu vidéo en ligne, décide de devenir le héros de sa propre histoire, quitte à la réécrire. Évoluant désormais dans un monde qui ne connaît pas de limites, il va tout mettre en œuvre pour le sauver à sa manière, avant qu’il ne soit trop tard…",110000000,331526598,115,"Comédie, Aventure, Science-Fiction",en,"",https://image.tmdb.org/t/p/w500/lG7Rv88OANLVbeR6Zymlid1cRuk.jpg,https://image.tmdb.org/t/p/w1280/7py8kUCYaOdFn1TfVS87BDBySOz.jpg,Comédie
287903,Krampus,2015-11-26,10.4481,6.2,"Quand Max voit sa famille peu exemplaire se disputer à l'approche de Noël, le garçon décide d'ignorer la célébration, sans se rendre compte que ce manquement à la tradition va provoquer les foudres de Krampus, un démon ancestral bien décidé à punir les réfractaires. La situation tourne en enfer quand les figures de Noël prennent monstrueusement vie, lançant l'assaut sur la maison de Max et forçant les membres de sa famille à s'entraider s'ils espèrent sauver leur peau.",15000000,61800000,98,"Horreur, Comédie, Fantastique",en,http://www.krampusthefilm.com/,https://image.tmdb.org/t/p/w500/eefEFpgdaGH9udEm3hefnbXQnsh.jpg,https://image.tmdb.org/t/p/w1280/h3X1YZXNeklLNKRVOS6DHGRosog.jpg,Comédie
350,Le Diable s'habille en Prada,2006-06-29,10.8733,7.391,"Fraîchement diplômée, Andrea débarque à New York et décroche le job de rêve. Mais en tant qu’assistante de la tyrannique rédactrice en chef d’un prestigieux magazine de mode, elle va vite découvrir ce que le mot « enfer » veut dire…",35000000,326706115,110,"Drame, Comédie",en,"",https://image.tmdb.org/t/p/w500/vTIBjWMWx1p5Wv2J3IRhEW13lrj.jpg,https://image.tmdb.org/t/p/w1280/3tWw50B1xXlCnJ9A7NX4nNzZF4j.jpg,Comédie
788,Madame Doubtfire,1993-11-24,12.6974,7.192,"Privé, à la suite de son divorce, de ses trois enfants qu'il adore, Daniel Hillard, doubleur de dessins animés, met en œuvre tous ses talents d'acteur et d'imitateur et se transforme en respectable gouvernante irlandaise. Lorsque Mme Doubtfire se présente dans la famille Hillard, elle est acceptée à l'unanimité.",25000000,441286195,125,"Comédie, Drame, Familial",en,"",https://image.tmdb.org/t/p/w500/z57TpEyQwCoyLxZkrVMiUCqT8Aw.jpg,https://image.tmdb.org/t/p/w1280/sTgavNm82pTaZR9U2NQZ1J2FrJz.jpg,Comédie
1114967,Good Fortune,2025-10-14,12.9111,7.078,"Gabriel, un ange gardien, souhaite avoir de plus grandes responsabilités afin d'aider les âmes perdues. Il est témoin des difficultés vécues par Arj, qui cumule les emplois journaliers et peine à joindre les deux bouts. À l'opposé, Jeff est un riche entrepreneur qui mène une existence oisive et luxueuse. Gabriel décide d'intervenir auprès de ces deux personnes pour redonner espoir à Arj. Son assistance n'a toutefois pas l'effet escompté.",30000000,25748966,98,"Comédie, Fantastique",en,"",https://image.tmdb.org/t/p/w500/zJmZ6pcnDO2wAqnoklcZSvyH7MU.jpg,https://image.tmdb.org/t/p/w1280/q2V1q2Xxwqg3uXQKufpdCtrnAdn.jpg,Comédie
10193,Toy Story 3,2010-06-16,10.6083,7.8,"Woody, Buzz l’Éclair et le reste des jouets reviennent dans une toute nouvelle aventure avec quelques nouveaux visages dont Ken et Barbie, le hérisson La Brosse et l’ours Lotso. Andy se prépare à partir pour l’université et Woody, Buzz, Jessie et les autres jouets se demandent ce qu’ils vont devenir. Quand ils arrivent à Sunnyside, c’est le début d’une nouvelle aventure.",200000000,1067316101,103,"Animation, Familial, Comédie",en,http://www.disney.fr/toy-story/index.jsp#personnages,https://image.tmdb.org/t/p/w500/hhOQ0FGXs0ux2GNMihx9itfRCm1.jpg,https://image.tmdb.org/t/p/w1280/wE5JGzujfvDPMIfFjJyrhXFjZLc.jpg,Comédie
965979,Dada,2023-02-10,9.569,7.438,"Manikandan et Sindhu, deux adolescents amoureux, deviennent parents. Cette situation embarassante pour la société mène à leur séparation. Manikandan, seul avec son fils, se débat pour mener sa vie de jeune père célibataire. Le destin le remettra sur le chemin de Sindhu qui sera sa supérieure hiérachique. Manikandan doit surmonter ce nouveau défi, car ses collègues ne connaissent pas leur passé...",0,0,150,"Drame, Comédie, Romance",ta,"",https://image.tmdb.org/t/p/w500/x7C2u4oXoMFQBaSJqqcyU3qpwKy.jpg,https://image.tmdb.org/t/p/w1280/8SLW8lr2mQaHNJtw2PwGwUCcw3h.jpg,Comédie
15413,Panique chez les Crandell,1991-06-07,8.1272,6.15,"Alors que leurs parents sont partis pour deux mois en Australie, 5 enfants se débarrassent d'une gouvernante acariatre et tyrannique...",10000000,25196249,105,"Comédie, Familial",en,"",https://image.tmdb.org/t/p/w500/rjOGXpvsdvauP1s7FhWI5hd8Glq.jpg,https://image.tmdb.org/t/p/w1280/bF4YrmQKdA3v5CNZq8pc0CIqver.jpg,Comédie
508943,Luca,2021-06-17,9.7344,7.791,"Un jeune garçon, Luca, vit un été inoubliable, ponctué de délicieux gelato, de savoureuses pasta et de longues balades en scooter. Luca partage ses aventures avec son nouveau meilleur ami, mais ce bonheur est menacé par un secret bien gardé...",200000000,51074773,95,"Animation, Comédie, Fantastique, Aventure, Familial",en,https://www.disney.fr/films/luca,https://image.tmdb.org/t/p/w500/bADnZZZdzQtajVwJ8MVWYlQ6Iq2.jpg,https://image.tmdb.org/t/p/w1280/620hnMVLu6RSZW6a5rwO8gqpt0t.jpg,Comédie
1290183,퍼스트 라이드,2025-10-29,12.4876,6.6,"",0,0,117,"Comédie, Drame, Aventure",ko,"",https://image.tmdb.org/t/p/w500/ulJqKW1VEDBiUaa781VHX7GkM1C.jpg,https://image.tmdb.org/t/p/w1280/1IMGRRPJYpdO7hNxsBgrexYxxGx.jpg,Comédie
1210732,Un ours dans le Jura,2025-01-01,10.7808,6.459,"Michel et Cathy, un couple usé par le temps et les difficultés financières, ne se parle plus vraiment. Jusqu’au jour où Michel, pour éviter un ours sur la route, heurte une voiture et tue les deux occupants. 2 morts et 2 millions en billets usagés dans le coffre, forcément, ça donne envie de se reparler. Et surtout de se taire.",0,10867970,112,"Comédie, Thriller, Crime",fr,https://www.gaumont.com/fr/film/un-ours-dans-le-jura,https://image.tmdb.org/t/p/w500/emguym9bd9QPIKVNO97gdvQv4R8.jpg,https://image.tmdb.org/t/p/w1280/s7xmwFJQj99lICSGQkr8sQ7G9IA.jpg,Comédie
11688,"Kuzco, l'empereur mégalo",2000-12-15,13.6666,7.6,"L’empereur Kuzco pensait tout avoir : un peuple dévoué, une garde-robe de tenues chics et son groove inébranlable. Mais sa vie est bouleversée lorsqu’il est transformé en lama par sa conseillère sournoise Yzma et son acolyte Kronk. À présent, le souverain doit s’associer à un paysan sympathique nommé Pacha. Une folle aventure s’ensuit.",100000000,169327687,79,"Aventure, Animation, Comédie, Familial, Fantastique",en,"",https://image.tmdb.org/t/p/w500/oOnoW6j2l1zXDIP8W7rGTOxuYIk.jpg,https://image.tmdb.org/t/p/w1280/mZj8EUr6F1x2PWZjKPxaeYd5WRw.jpg,Comédie
613069,Mio Mao: Fatiche ed avventure di alcuni giovani occidentali per introdurre il vizio in Cina,1970-04-23,5.2867,0.0,"",0,0,95,Comédie,it,"",https://image.tmdb.org/t/p/w500/1UbmhIVzCCLTmq367TnwPM6iQig.jpg,"",Comédie
10625,Lolita malgré moi,2004-04-30,10.352,7.223,"Cady débarque d'Afrique et atterrit dans un lycée de l'Illinois, véritable élevage de lolitas branchées. Au sommet de la hiérarchie, Régina, barbie-manipulatrice qui voit en elle une rivale potentielle et décide de se la jouer copine. Mais quand Cady commet l'erreur de sortir avec l'ex de Régina, une guerre impitoyable est déclarée.",17000000,130193514,98,"Drame, Comédie",en,"",https://image.tmdb.org/t/p/w500/1Ju45uncn6jUUoDxwr4flUNgdYG.jpg,https://image.tmdb.org/t/p/w1280/nP3y0TkR6XniFs9J53qQkg4Bnnk.jpg,Comédie
564115,Rita Rudner: A Tale of Two Dresses,2018-09-07,5.786,4.0,"",0,0,53,Comédie,en,"",https://image.tmdb.org/t/p/w500/j2o7Db3AhiwrC7CtaPmPLkMio6f.jpg,"",Comédie
64959,Metalmeccanico e parrucchiera in un turbine di sesso e di politica,1996-10-10,7.1502,4.833,"",0,0,101,Comédie,it,"",https://image.tmdb.org/t/p/w500/qENzHUbhhDZnjjKneWcBRPgdIoP.jpg,https://image.tmdb.org/t/p/w1280/6HK3PD0nc5BcSNL7JlJ8RbCAKKl.jpg,Comédie
36108,Chacun son cinéma,2007-10-31,6.3422,6.497,"Film anniversaire réalisé à l'occasion des 60 ans du Festival de Cannes. 34 cinéastes, issus de 25 pays, ont réalisé chacun un court métrage de 3 minutes autour du thème de la salle de cinéma.",0,0,100,"Comédie, Drame",fr,"",https://image.tmdb.org/t/p/w500/oqsHDWIh26sJXz9Ua3lPQhUx3lK.jpg,https://image.tmdb.org/t/p/w1280/20vIC3JXCFrsLwv0TpiBbK7IKh2.jpg,Comédie
1206008,Ella McCay,2025-12-11,10.5077,3.5,"Une jeune politicienne idéaliste jongle entre ses soucis familiaux et sa préparation afin de reprendre le poste de son mentor, le gouverneur de l'État.",0,0,115,"Comédie, Drame",en,"",https://image.tmdb.org/t/p/w500/iQCtK477yqp6xnHHrQG2P0lXoow.jpg,https://image.tmdb.org/t/p/w1280/nKwZoaflB5VQNn0StOBAHDxU8YR.jpg,Comédie
112160,Chroniques sexuelles d'une famille d'aujourd'hui,2012-05-09,14.3015,5.378,"Des petits déjeuners où les silences sont parfois pesants, des dîners où on parle de tous les sujets sauf de sexe ; le quotidien d’une famille d’aujourd’hui est ébranlé quand le fils cadet, Romain, est pris en flagrant délit lors d’un cours de biologie à l’école en train de se masturber et de se filmer avec son téléphone portable. Il risque l’exclusion ! Romain explique que c’est un défi que les élèves se lancent entre eux, garçons et filles, « pour le fun ». Et lui, il s’est bêtement fait prendre.",0,0,77,"Comédie, Drame, Romance",fr,"",https://image.tmdb.org/t/p/w500/p9zRDTqKZpEdfti9jRmo5bqiYdd.jpg,https://image.tmdb.org/t/p/w1280/gvtGBiE4r2xCVp0qR0mbM85Doxp.jpg,Comédie
313369,La La Land,2016-12-01,10.1179,7.9,"Au cœur de Los Angeles, une actrice en devenir prénommée Mia sert des cafés entre deux auditions. De son côté, Sebastian, passionné de jazz, joue du piano dans des clubs miteux pour assurer sa subsistance. Tous deux sont bien loin de la vie rêvée à laquelle ils aspirent… Le destin va réunir ces doux rêveurs, mais leur coup de foudre résistera-t-il aux tentations, aux déceptions, et à la vie trépidante d’Hollywood ?",30000000,509183536,128,"Comédie, Drame, Romance",en,"",https://image.tmdb.org/t/p/w500/5KIj6aioW1UtUT1IV0qqW5iZbNH.jpg,https://image.tmdb.org/t/p/w1280/nlPCdZlHtRNcF6C9hzUH4ebmV1w.jpg,Comédie
